driverId,predicted_position,start_position,position,grid
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
20,1,17,1,2
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,7,9
825,2,17,8,9
825,2,17,8,9
825,2,17,7,9
825,2,17,6,9
825,2,17,7,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
825,2,17,8,9
832,3,17,13,14
832,3,17,12,14
832,3,17,12,14
832,3,17,12,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,14,14
832,3,17,14,14
832,3,17,14,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,13,14
832,3,17,12,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
832,3,17,11,14
815,4,17,3,4
815,4,17,3,4
815,4,17,3,4
815,4,17,3,4
815,4,17,3,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,5,4
815,4,17,5,4
815,4,17,5,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,4,4
815,4,17,5,4
815,4,17,5,4
815,4,17,5,4
815,4,17,5,4
815,4,17,5,4
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,6,5
154,5,17,7,5
154,5,17,9,5
154,5,17,8,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
154,5,17,7,5
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,8,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,8,10
842,6,17,10,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
842,6,17,9,10
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,3,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
1,7,17,2,1
817,8,17,17,8
817,8,17,17,8
817,8,17,17,8
817,8,17,17,8
817,8,17,17,8
817,8,17,17,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
817,8,17,16,8
843,9,17,12,11
843,9,17,13,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,13,11
843,9,17,12,11
843,9,17,12,11
843,9,17,11,11
843,9,17,11,11
843,9,17,10,11
843,9,17,10,11
843,9,17,11,11
843,9,17,11,11
843,9,17,13,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
843,9,17,14,11
845,10,17,9,16
845,10,17,9,16
845,10,17,10,16
845,10,17,10,16
845,10,17,10,16
845,10,17,10,16
845,10,17,10,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,11,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,11,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
845,10,17,12,16
840,11,17,11,17
840,11,17,11,17
840,11,17,11,17
840,11,17,11,17
840,11,17,11,17
840,11,17,11,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,12,17
840,11,17,13,17
840,11,17,15,17
840,11,17,14,17
840,11,17,14,17
840,11,17,14,17
840,11,17,14,17
840,11,17,14,17
840,11,17,14,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
840,11,17,13,17
839,12,17,4,3
839,12,17,4,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,5,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,5,3
839,12,17,5,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
839,12,17,6,3
830,13,17,5,7
830,13,17,5,7
830,13,17,4,7
830,13,17,4,7
830,13,17,4,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,3,7
830,13,17,2,7
830,13,17,3,7
