driverId,predicted_position,start_position,position,grid
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,3,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,4,3
822,1,19,3,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,2,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
822,1,19,3,3
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,4,2
1,2,19,4,2
1,2,19,3,2
1,2,19,3,2
1,2,19,3,2
1,2,19,3,2
1,2,19,3,2
1,2,19,3,2
1,2,19,3,2
1,2,19,3,2
1,2,19,3,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,2,2
1,2,19,1,2
1,2,19,1,2
1,2,19,1,2
815,3,19,14,0
815,3,19,14,0
815,3,19,13,0
815,3,19,13,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,11,0
815,3,19,13,0
815,3,19,13,0
815,3,19,12,0
815,3,19,12,0
815,3,19,11,0
815,3,19,11,0
815,3,19,11,0
815,3,19,11,0
815,3,19,11,0
815,3,19,10,0
815,3,19,10,0
815,3,19,9,0
815,3,19,9,0
815,3,19,9,0
815,3,19,9,0
815,3,19,9,0
815,3,19,9,0
815,3,19,9,0
815,3,19,8,0
815,3,19,15,0
815,3,19,13,0
815,3,19,13,0
815,3,19,12,0
815,3,19,12,0
815,3,19,12,0
815,3,19,11,0
815,3,19,10,0
815,3,19,10,0
815,3,19,16,0
815,3,19,16,0
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,1,4
844,4,19,2,4
844,4,19,2,4
844,4,19,2,4
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,9,6
817,5,19,9,6
817,5,19,8,6
817,5,19,7,6
817,5,19,7,6
817,5,19,7,6
817,5,19,7,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
817,5,19,5,6
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,3,5
846,6,19,5,5
846,6,19,5,5
846,6,19,5,5
846,6,19,5,5
846,6,19,5,5
846,6,19,4,5
846,6,19,3,5
846,6,19,3,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
846,6,19,4,5
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,7,14
840,7,19,7,14
840,7,19,7,14
840,7,19,10,14
840,7,19,10,14
840,7,19,10,14
840,7,19,10,14
840,7,19,9,14
840,7,19,9,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
840,7,19,8,14
