raceId,circuitId,TrackTemp,AirTemp,Humidity
989,1,20.65714285714286,10.657142857142858,68.85714285714286
990,3,36.31428571428572,26.314285714285713,63.0
991,17,22.06666666666666,12.066666666666665,64.66666666666667
992,73,25.0,20.0,50.0
993,4,25.0,15.0,61.857142857142854
994,6,33.766666666666666,23.766666666666666,67.33333333333333
995,7,26.157142857142855,16.157142857142855,38.285714285714285
996,34,25.0,20.0,50.0
997,70,30.885714285714286,20.885714285714283,46.285714285714285
998,9,38.0,28.0,41.5
999,10,32.300000000000004,22.300000000000004,75.28571428571429
1000,11,41.42857142857143,31.428571428571423,42.42857142857143
1001,13,25.45714285714286,15.457142857142859,44.285714285714285
1002,14,31.114285714285717,21.114285714285717,81.28571428571429
1003,15,38.57142857142857,28.571428571428573,70.57142857142857
1004,71,31.157142857142862,21.157142857142862,78.42857142857143
1005,22,25.0,20.0,50.0
1006,69,26.985714285714288,16.985714285714288,58.142857142857146
1007,32,25.285714285714285,15.285714285714286,68.57142857142857
1008,18,35.042857142857144,25.042857142857144,64.85714285714286
1009,24,37.900000000000006,27.900000000000006,58.57142857142857
1010,1,26.8,16.8,98.0
1011,3,34.82857142857143,24.82857142857143,64.0
1012,17,21.971428571428575,11.971428571428575,78.28571428571429
1013,73,25.0,20.0,50.0
1014,4,30.0,20.0,56.42857142857143
1015,6,27.75714285714286,17.75714285714286,69.85714285714286
1016,7,34.07142857142858,24.071428571428577,29.571428571428573
1017,34,25.0,20.0,50.0
1018,70,42.42857142857143,32.42857142857143,21.571428571428573
1019,9,29.2,19.2,67.4
1020,10,30.87142857142857,20.87142857142857,86.85714285714286
1021,11,34.14285714285714,24.142857142857142,43.57142857142857
1022,13,25.714285714285715,15.714285714285714,62.714285714285715
1023,14,25.0,20.0,50.0
1024,15,39.14285714285714,29.142857142857142,71.71428571428571
1025,71,29.242857142857144,19.242857142857144,79.14285714285714
1026,22,25.0,20.0,50.0
1027,32,28.571428571428573,18.571428571428573,65.71428571428571
1028,69,22.757142857142853,12.757142857142854,56.714285714285715
1029,18,31.371428571428574,21.371428571428574,59.71428571428572
1030,24,35.25714285714285,25.257142857142856,65.71428571428571
1031,70,36.85714285714286,26.857142857142858,41.42857142857143
1032,70,29.0,19.0,40.57142857142857
1033,11,30.0,20.0,84.71428571428571
1034,9,31.0,21.0,47.4
1035,9,36.0,26.0,59.8
1036,4,37.42857142857143,27.42857142857143,67.71428571428571
1037,13,25.457142857142856,15.457142857142857,74.14285714285714
1038,14,25.0,20.0,50.0
1039,76,41.64285714285714,31.642857142857142,33.42857142857143
1040,71,35.37142857142857,25.37142857142857,58.57142857142857
1041,20,17.5,7.500000000000001,72.42857142857143
1042,75,29.88571428571429,19.88571428571429,86.71428571428571
1043,21,25.857142857142858,15.857142857142858,68.42857142857143
1044,5,22.657142857142855,12.657142857142858,80.42857142857143
1045,3,35.385714285714286,25.38571428571429,68.42857142857143
1046,3,32.72857142857143,22.728571428571424,62.142857142857146
1047,24,32.471428571428575,22.47142857142857,56.714285714285715
1051,78,35.67142857142858,25.671428571428574,79.85714285714286
1052,3,31.04285714285714,21.04285714285714,54.0
1053,21,22.0,12.0,50.142857142857146
1054,75,28.52857142857143,18.52857142857143,47.57142857142857
1055,4,30.857142857142858,20.857142857142858,68.85714285714286
1056,6,30.314285714285713,20.314285714285713,45.714285714285715
1057,73,25.0,20.0,50.0
1058,70,35.57142857142857,25.571428571428573,48.0
1059,34,33.32857142857143,23.32857142857143,73.42857142857143
1060,70,30.857142857142858,20.857142857142858,58.14285714285715
1061,9,37.3,27.3,51.857142857142854
1062,11,36.57142857142857,26.571428571428573,69.57142857142857
1064,39,29.228571428571424,19.228571428571428,68.85714285714286
1065,14,38.3,28.3,36.857142857142854
1066,71,26.32857142857143,16.32857142857143,79.14285714285714
1067,5,26.8,16.8,93.85714285714286
1069,69,33.099999999999994,23.099999999999998,88.42857142857143
1070,32,24.42857142857143,14.428571428571429,59.0
1071,18,31.471428571428568,21.47142857142857,56.42857142857143
1072,77,39.74285714285715,29.742857142857144,60.57142857142857
1073,24,34.0,24.0,57.0
1074,3,30.02422954303932,24.396174282678,23.668437832093517
1075,77,29.034345351043644,25.377229601518025,61.705882352941174
1076,1,38.74489281210593,26.440100882723833,44.89407313997478
1077,21,18.036920980926432,12.625476839237058,83.60626702997276
1078,79,43.416385542168676,31.265783132530117,53.2433734939759
1079,4,49.08374429223744,36.483378995433796,6.801826484018265
1080,6,29.3158371040724,21.46289592760181,85.01809954751131
1081,73,48.337945791726106,25.621398002853066,56.72610556348074
1082,7,40.82520161290322,20.049697580645162,30.576612903225808
1083,9,30.45189573459716,17.959715639810426,60.774881516587676
1084,70,29.87,20.093333333333334,36.38034188034188
1085,34,52.83972602739726,30.2672602739726,45.70958904109589
1086,11,27.25664983164983,18.8489898989899,68.62542087542087
1087,13,36.20330578512397,21.591528925619834,40.67768595041322
1088,39,33.61996572407883,22.79203084832905,74.31191088260498
1089,14,43.16023166023166,27.145688545688547,35.41698841698842
1091,15,28.9278293135436,25.105936920222636,89.2987012987013
1092,22,21.933333333333334,18.046666666666667,76.2
1093,69,34.95993377483443,28.841059602649008,50.94867549668874
1094,32,44.28745188606621,24.214472671285602,35.838337182448036
1095,18,49.62562065541211,23.740218470705067,72.85898709036742
1096,24,37.75714285714285,27.757142857142856,63.14285714285715
1098,3,32.177158469945354,28.09114754098361,21.84918032786885
1099,77,32.61847507331378,26.056451612903224,58.26246334310851
1100,1,31.75742753623188,17.571014492753626,51.94384057971015
1101,73,42.68291139240506,24.584493670886076,49.95727848101266
1102,79,37.8901119402985,27.11175373134328,59.53451492537314
1104,6,46.00328358208956,25.7044776119403,42.29054726368159
1105,4,36.98752959747435,23.178216258879242,61.09313338595106
1106,7,31.296368467670504,18.22249778565102,64.58015943312667
1107,70,32.568566493955096,22.31839378238342,50.88514680483593
1108,9,32.100121654501216,21.917031630170314,52.5352798053528
1109,11,49.46697401508801,28.522967309304278,33.080469404861695
1110,13,28.257081545064377,17.747782546494992,61.25035765379113
1111,39,27.351142131979696,17.398477157360407,66.54568527918782
1112,14,42.91088019559902,28.815770171149143,43.87530562347188
1113,15,37.25252918287938,29.95214007782101,70.05188067444877
1114,22,44.41554487179487,27.272275641025644,41.49038461538461
1115,78,37.39860759493671,31.64746835443038,72.75316455696202
1116,69,40.31482277121375,29.50794844253491,43.908700322234154
1117,32,47.272298006295905,25.057187827911857,25.358866736621195
1118,18,48.29810017271157,20.6853195164076,57.30224525043178
1119,80,17.922444444444444,18.06577777777778,47.38666666666666
1120,24,36.285714285714285,26.285714285714285,54.42857142857143
1121,3,28.471428571428568,18.47142857142857,48.42857142857144
1122,77,37.85714285714286,27.85714285714286,41.57142857142857
1123,1,24.142857142857142,14.142857142857142,77.85714285714286
1124,22,23.642857142857142,13.642857142857144,90.28571428571429
1125,17,25.257142857142853,15.257142857142856,88.57142857142857
1126,79,38.87142857142857,28.87142857142857,55.14285714285714
1127,21,33.57142857142857,23.571428571428573,59.142857142857146
1128,6,31.314285714285713,21.314285714285713,67.14285714285714
1129,7,25.08571428571429,15.085714285714285,84.0
1130,4,41.075,24.1625,64.53125
1131,70,47.118181818181824,29.154545454545456,35.57575757575758
1132,9,29.67105263157895,16.099999999999998,64.97368421052632
1133,11,44.34264705882353,28.42205882352941,47.98529411764706
1134,13,41.68095238095238,21.045238095238094,50.30952380952381
1135,39,30.04647887323944,18.763380281690143,63.225352112676056
1136,14,52.25576923076923,33.542307692307695,32.71153846153846
1137,73,45.51020408163265,26.893877551020406,39.0
1138,15,37.11129032258064,30.86774193548387,74.93548387096774
1139,69,46.53076923076923,27.726923076923075,36.96153846153846
1140,32,36.871875,19.8828125,51.0
1141,18,26.06949152542373,22.016949152542374,84.05084745762711
