driverId,predicted_position,start_position,position,grid
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,1,2
1,2,20,1,2
1,2,20,3,2
1,2,20,3,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
1,2,20,2,2
8,20,20,16,16
8,20,20,15,16
8,20,20,14,16
8,20,20,14,16
8,20,20,19,16
8,20,20,16,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,14,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,13,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
8,20,20,15,16
9,19,20,17,19
9,19,20,17,19
9,19,20,18,19
9,19,20,18,19
9,19,20,18,19
9,19,20,18,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
9,19,20,19,19
