raceId,circuitId,fp1_median_time,fp2_median_time,fp3_median_time,quali_time,TrackTemp,AirTemp,Humidity
1076,1,96235.0,86524.5,107657.0,92739.0,40.5,26.2,47.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.5,26.2,47.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.5,26.2,47.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.5,26.2,47.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.5,26.2,47.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.5,26.2,47.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.6,26.2,46.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.6,26.2,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.6,26.2,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.6,26.2,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.6,26.2,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.6,26.2,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.6,26.2,46.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.6,26.2,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.6,26.2,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.6,26.2,46.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.6,26.2,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.6,26.2,46.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.3,26.1,47.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.3,26.1,47.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.3,26.1,47.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.3,26.1,47.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.3,26.1,47.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.3,26.1,47.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.3,26.1,47.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.1,26.1,46.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.1,26.1,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.1,26.1,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.1,26.1,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.1,26.1,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.1,26.1,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.1,26.1,46.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.1,26.1,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.1,26.1,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.1,26.1,46.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.1,26.1,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.1,26.1,46.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.1,26.1,46.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.1,26.1,46.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.1,26.1,46.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.1,26.1,46.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.1,26.1,46.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.1,26.1,46.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.1,26.1,46.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.1,26.1,47.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.1,26.1,47.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.1,26.1,47.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.1,26.1,47.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.1,26.1,47.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.1,26.1,47.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.1,26.1,47.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.1,26.1,47.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.1,26.1,47.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.1,26.1,47.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.1,26.1,47.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.1,26.1,47.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.1,26.1,47.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.1,26.1,47.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.1,26.1,47.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.1,26.1,47.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.1,26.1,47.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.1,26.1,47.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.0,26.0,46.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.0,26.0,46.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.3,26.1,47.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.3,26.1,47.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.3,26.1,47.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.3,26.1,47.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.3,26.1,47.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.3,26.1,47.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.3,26.1,47.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.3,26.1,47.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.3,26.1,47.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.3,26.1,47.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.3,26.1,47.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.5,26.1,46.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.5,26.1,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.5,26.1,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.5,26.1,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.5,26.1,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.5,26.1,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.5,26.1,46.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.5,26.1,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.5,26.1,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.5,26.1,46.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.5,26.1,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.5,26.1,46.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.5,26.1,46.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.5,26.1,46.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.5,26.1,46.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.5,26.1,46.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.5,26.1,46.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.5,26.1,46.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.8,26.2,46.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.8,26.2,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.8,26.2,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.8,26.2,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.8,26.2,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.8,26.2,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.8,26.2,46.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.8,26.2,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.8,26.2,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.8,26.2,46.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.8,26.2,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.8,26.2,46.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.8,26.2,46.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.8,26.2,46.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.8,26.2,46.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.8,26.2,46.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.8,26.2,46.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.8,26.2,46.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.8,26.3,46.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.8,26.3,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.8,26.3,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.8,26.3,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.8,26.3,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.8,26.3,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.8,26.3,46.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.8,26.3,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.8,26.3,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.8,26.3,46.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.8,26.3,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.8,26.3,46.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.8,26.3,46.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.8,26.3,46.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.8,26.3,46.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.8,26.3,46.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.8,26.3,46.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.7,26.5,46.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.7,26.5,46.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.7,26.5,46.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.7,26.5,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.7,26.5,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.7,26.5,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.7,26.5,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.7,26.5,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.7,26.5,46.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.7,26.5,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.7,26.5,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.7,26.5,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.7,26.5,46.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.7,26.7,45.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.7,26.7,45.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.7,26.7,45.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.7,26.7,45.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.7,26.7,45.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.7,26.7,45.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.7,26.7,45.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.7,26.7,45.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.7,26.7,45.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.7,26.6,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.7,26.6,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.7,26.6,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.7,26.6,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.7,26.6,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.7,26.6,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.7,26.6,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.7,26.6,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.7,26.6,46.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.7,26.6,46.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.7,26.6,46.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.7,26.6,46.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.7,26.6,46.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.7,26.6,46.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.7,26.6,46.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.7,26.6,46.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.7,26.6,46.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.0,26.5,46.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.0,26.5,46.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.0,26.5,46.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.0,26.5,46.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.0,26.5,46.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.0,26.5,46.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.0,26.5,46.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.0,26.5,46.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.0,26.5,46.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.0,26.5,46.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.0,26.5,46.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.0,26.5,46.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.0,26.5,46.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.1,26.8,45.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.1,26.8,45.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.1,26.8,45.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.1,26.8,45.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.1,26.8,45.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.1,26.8,45.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.1,26.8,45.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.4,26.9,45.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.4,26.9,45.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.4,26.9,45.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.4,26.9,45.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.4,26.9,45.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.4,26.9,45.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.4,26.9,45.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.4,26.9,45.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.4,26.9,45.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.4,26.9,45.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.4,26.9,45.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.4,26.9,45.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.4,26.9,45.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.4,26.9,45.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.4,26.9,45.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.4,26.9,45.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.2,27.0,45.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.2,27.0,45.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.2,27.0,45.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.2,27.0,45.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.2,27.0,45.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.2,27.0,45.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.2,27.0,45.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.2,27.0,45.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.2,27.0,45.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.2,27.0,45.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.2,27.0,45.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.2,27.0,45.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.2,27.0,45.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.2,27.0,45.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.2,26.9,45.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.2,26.9,45.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.2,26.9,45.0
1076,1,92688.5,95274.0,103897.0,101342.0,40.2,26.9,45.0
1076,1,90551.0,89312.0,97361.0,90594.5,40.2,26.9,45.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.2,26.9,45.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.2,26.9,45.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.6,26.8,45.0
1076,1,91244.0,97352.5,103944.0,89841.0,40.6,26.8,45.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.6,26.8,45.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.6,26.8,45.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.6,26.8,45.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.6,26.8,45.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.6,26.8,45.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.6,26.8,45.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.6,26.8,45.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.6,26.8,45.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.6,26.8,45.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.6,26.8,45.0
1076,1,86811.0,95400.0,92231.0,96202.5,40.9,26.8,44.0
1076,1,85040.0,84516.0,105943.5,86090.0,40.9,26.8,44.0
1076,1,87890.0,84923.5,100535.0,101338.5,40.9,26.8,44.0
1076,1,108170.0,84044.0,96684.5,94407.0,40.9,26.8,44.0
1076,1,88010.0,86126.0,107776.5,81243.0,40.9,26.8,44.0
1076,1,86359.0,85333.5,111965.0,97247.0,40.9,26.8,44.0
1076,1,86307.0,88484.0,116170.5,90541.0,40.9,26.8,44.0
1076,1,87272.0,85960.0,107892.0,106833.0,40.9,26.8,44.0
1076,1,89858.0,87965.0,102029.5,81152.0,40.9,26.8,44.0
1076,1,87011.0,92208.5,95324.0,94759.5,40.9,26.8,44.0
1076,1,86918.5,85419.0,103745.0,89006.5,40.9,26.8,44.0
1076,1,87155.0,85970.0,103123.0,94849.0,40.9,26.8,44.0
1076,1,86553.0,85259.5,111144.0,105897.0,40.9,26.8,44.0
1076,1,97232.0,86672.0,109542.0,96062.0,40.9,26.8,44.0
1076,1,96235.0,86524.5,107657.0,92739.0,40.9,26.8,44.0
1076,1,89904.0,87637.0,107875.0,99823.0,40.1,26.8,44.0
1076,1,92688.5,95274.0,103897.0,101342.0,34.0,26.2,45.0
1076,1,85040.0,84516.0,105943.5,86090.0,34.0,26.2,45.0
1076,1,86811.0,95400.0,92231.0,96202.5,34.0,26.2,45.0
1076,1,87890.0,84923.5,100535.0,101338.5,34.0,26.2,45.0
1076,1,108170.0,84044.0,96684.5,94407.0,34.0,26.2,45.0
1076,1,90551.0,89312.0,97361.0,90594.5,34.0,26.2,45.0
1076,1,88010.0,86126.0,107776.5,81243.0,34.0,26.2,45.0
1076,1,86359.0,85333.5,111965.0,97247.0,34.0,26.2,45.0
1076,1,86307.0,88484.0,116170.5,90541.0,31.9,26.2,43.0
1076,1,89858.0,87965.0,102029.5,81152.0,31.9,26.2,43.0
1076,1,86918.5,85419.0,103745.0,89006.5,31.9,26.2,43.0
1076,1,91244.0,97352.5,103944.0,89841.0,31.9,26.2,43.0
1076,1,87272.0,85960.0,107892.0,106833.0,31.9,26.2,43.0
1076,1,87155.0,85970.0,103123.0,94849.0,31.9,26.2,43.0
1076,1,86553.0,85259.5,111144.0,105897.0,31.9,26.2,43.0
1076,1,97232.0,86672.0,109542.0,96062.0,31.9,26.2,43.0
1076,1,96235.0,86524.5,107657.0,92739.0,31.9,26.2,43.0
1076,1,89904.0,87637.0,107875.0,99823.0,31.9,26.2,43.0
1076,1,92688.5,95274.0,103897.0,101342.0,31.9,26.1,44.0
